title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,Symbol
Will Lower Ad Revenues Hurt Meta Platforms'  ( META )  Q4 Earnings?,https://www.zacks.com/stock/news/2047207/will-lower-ad-revenues-hurt-meta-platforms-meta-q4-earnings,2023-01-31 17:48:00,['Zacks Investment Research'],Meta Platforms' (META) fourth-quarter 2022 earnings are expected to have been affected by the ad revenue business slowdown and adverse macroeconomic conditions.,https://staticx-tuner.zacks.com/images/articles/main/49/74.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.95493'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.104939,Neutral,"[{'ticker': 'AMD', 'relevance_score': '0.173333', 'ticker_sentiment_score': '0.238145', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.058188', 'ticker_sentiment_score': '-0.010035', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.284861', 'ticker_sentiment_score': '0.189896', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.173333', 'ticker_sentiment_score': '0.224295', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.116067', 'ticker_sentiment_score': '-0.011691', 'ticker_sentiment_label': 'Neutral'}]",AAPL
"Q4 Earnings Season Scorecard and Analyst Reports for Apple, Meta & Mastercard",https://www.zacks.com/research-daily/2046697/q4-earnings-season-scorecard-and-analyst-reports-for-apple-meta-mastercard,2023-01-31 17:41:00,['Zacks Investment Research'],"Today's Research Daily features new research reports on 16 major stocks, including Apple Inc. (AAPL), Meta Platforms, Inc. (META) and Mastercard Incorporated (MA).",https://staticx-tuner.zacks.com/images/default_article_images/default345.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.021779,Neutral,"[{'ticker': 'CVS', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.027505', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.212301', 'ticker_sentiment_score': '0.0498', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.253426', 'ticker_sentiment_score': '0.057294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMP', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.027505', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MA', 'relevance_score': '0.128363', 'ticker_sentiment_score': '0.035499', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ELV', 'relevance_score': '0.085782', 'ticker_sentiment_score': '0.027505', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Apple  ( AAPL )  to Report Q1 Earnings: What's in the Offing?,https://www.zacks.com/stock/news/2047189/apple-aapl-to-report-q1-earnings-whats-in-the-offing,2023-01-31 17:27:00,['Zacks Investment Research'],"Apple's (AAPL) first-quarter fiscal 2023 earnings are likely to have suffered from disruptions at its China partner Foxconn's factory in Zhengzhou, as well as the shrinking demand for iPhone.",https://staticx-tuner.zacks.com/images/articles/main/24/52.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.153556,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.170475', 'ticker_sentiment_score': '0.142493', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.937963', 'ticker_sentiment_score': '0.274043', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.170475', 'ticker_sentiment_score': '0.142493', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Stocks sizzled in January as rate hike and inflation fears ebbed | Business,https://www.cnn.com/2023/01/31/investing/dow-stock-market-today-january/index.html,2023-01-31 17:10:00,['Paul R. La Monica'],Stocks sizzled in January as rate hike and inflation fears ebbed ...,"https://media.cnn.com/api/v1/images/stellar/prod/230130170607-workers-wages-fourth-quarter.jpg?c=16x9&q=h_144,w_256,c_fill",CNN,Markets,www.cnn.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}]",-0.092545,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.019234', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.024229', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.024229', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.107677', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBD', 'relevance_score': '0.073546', 'ticker_sentiment_score': '-0.165629', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MDT', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.107677', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.024229', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Stocks sizzled in January as rate hike and inflation fears ebbed | Business,https://edition.cnn.com/2023/01/31/investing/dow-stock-market-today-january,2023-01-31 17:10:00,['Paul R. La Monica'],Stocks sizzled in January as rate hike and inflation fears ebbed CNN International ...,"https://media.cnn.com/api/v1/images/stellar/prod/230130170607-workers-wages-fourth-quarter.jpg?c=16x9&q=h_144,w_256,c_fill",CNN,Economy,edition.cnn.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}]",-0.102013,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.071357', 'ticker_sentiment_score': '0.019179', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.142144', 'ticker_sentiment_score': '0.023808', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.142144', 'ticker_sentiment_score': '0.023808', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.142144', 'ticker_sentiment_score': '0.105752', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBD', 'relevance_score': '0.071357', 'ticker_sentiment_score': '-0.168107', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MDT', 'relevance_score': '0.142144', 'ticker_sentiment_score': '0.105752', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.142144', 'ticker_sentiment_score': '0.023808', 'ticker_sentiment_label': 'Neutral'}]",AAPL
"Waiting for Powell: As Fed Meeting Starts, Investors Parse Mixed Q4 Earnings and Consider What's Next for Rates",https://www.benzinga.com/news/earnings/23/01/30647013/waiting-for-powell-as-fed-meeting-starts-investors-parse-mixed-q4-earnings-and-consider-whats-next-,2023-01-31 16:33:28,['Shawn Cruz'],"( Tuesday Market Open ) With three major central banks releasing rate decisions starting tomorrow, investors might be wise to expect subdued trading Tuesday following a sell-off to start the week.",https://cdn.benzinga.com/files/images/story/2023/01/31/shutterstock_2166225455.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.9973'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",-0.007243,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '0.066322', 'ticker_sentiment_score': '0.02002', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDNDF', 'relevance_score': '0.03319', 'ticker_sentiment_score': '-0.050794', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BG', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DNFGY', 'relevance_score': '0.016598', 'ticker_sentiment_score': '0.021358', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.015717', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.034542', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SBUX', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.027991', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WM', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.027991', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.066322', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBER', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CMI', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MO', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.363384', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CI', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.164806', 'ticker_sentiment_score': '0.088096', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABBV', 'relevance_score': '0.03319', 'ticker_sentiment_score': '-0.136223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSN', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'YUM', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AZN', 'relevance_score': '0.03319', 'ticker_sentiment_score': '-0.136223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.066322', 'ticker_sentiment_score': '-0.119003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.049766', 'ticker_sentiment_score': '0.070012', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AXP', 'relevance_score': '0.049766', 'ticker_sentiment_score': '0.035922', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAX', 'relevance_score': '0.03319', 'ticker_sentiment_score': '-0.136223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CNC', 'relevance_score': '0.03319', 'ticker_sentiment_score': '0.096495', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PEP', 'relevance_score': '0.03319', 'ticker_sentiment_score': '-0.136223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.099339', 'ticker_sentiment_score': '0.034345', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.016598', 'ticker_sentiment_score': '-0.051887', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Better Tech Stock in 2023: Apple vs. AMD,https://www.fool.com/investing/2023/01/31/better-tech-stock-in-2023-apple-vs-amd/,2023-01-31 16:15:00,['Dani Cook'],Apple and AMD have enjoyed double-digit share price growth in the first month of the year.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F718370%2Fstock-chart-on-tablet-young-woman.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.293258,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.387374', 'ticker_sentiment_score': '0.417993', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SSNLF', 'relevance_score': '0.050465', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.100729', 'ticker_sentiment_score': '0.052708', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.473208', 'ticker_sentiment_score': '0.418495', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AVGO', 'relevance_score': '0.050465', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.050465', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]",AAPL
This 19% Dividend Will Almost Certainly Get Cut In 2023,https://www.forbes.com/sites/michaelfoster/2023/01/31/this-19-dividend-will-almost-certainly-get-cut-in-2023/,2023-01-31 15:37:00,['Michael Foster'],Imagine what you could do with a 19% dividend...,https://imageio.forbes.com/specials-images/imageserve/63d3f268b4ac763af04c5504/0x0.jpg?format=jpg&width=1200,Forbes,Money,www.forbes.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999956'}]",0.167957,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.097655', 'ticker_sentiment_score': '0.043162', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.097655', 'ticker_sentiment_score': '0.043162', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UNH', 'relevance_score': '0.097655', 'ticker_sentiment_score': '0.043162', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Finding Fintech Leaders and the Importance of Patents  ( NASDAQ: APCX )   ( NYSE: IBM )   ( NYSE: V )   ( NASDAQ: AAPL ) ,https://www.investorideas.com/news/2023/technology/01311APCX-Fintech-Leaders.asp,2023-01-31 14:19:54,[],Finding Fintech Leaders and the Importance of Patents ( NASDAQ ... ...,,Investor Ideas,n/a,www.investorideas.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}]",0.308253,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'APCX', 'relevance_score': '0.146469', 'ticker_sentiment_score': '0.22704', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOX', 'relevance_score': '0.036812', 'ticker_sentiment_score': '0.173506', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'V', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Where Will Broadcom Stock Be In 1 Year?,https://www.fool.com/investing/2023/01/31/where-will-broadcom-stock-be-in-1-year/,2023-01-31 14:14:39,['Leo Sun'],The diversified chip and software maker has a bright future.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F718451%2Fchip-circuit-lights.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999862'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.169739,Somewhat-Bullish,"[{'ticker': 'VMW', 'relevance_score': '0.245339', 'ticker_sentiment_score': '0.111144', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.245339', 'ticker_sentiment_score': '0.062102', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.508232', 'ticker_sentiment_score': '0.232276', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TXN', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.054825', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.027985', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.054825', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Most Important Week Of Earnings Season Is Here - Will S&P 500 Companies Continue Beating Wall Street Estimates?,https://www.benzinga.com/news/earnings/23/01/30640585/most-important-week-of-earnings-season-is-here-will-s-p-500-companies-continue-beating-wall-street-,2023-01-31 14:13:54,['Natan Ponieman'],"Earnings season is in full swing, with 35% of companies in the S&P 500 reporting this week. Company performance through the fourth quarter of 2022 will lend a clearer view into the general state of the U.S. economy after an almost full year of Fed interest rate hikes.",https://cdn.benzinga.com/files/images/story/2023/01/31/shutterstock_2147830361.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.999953'}]",0.094995,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.188193', 'ticker_sentiment_score': '-0.127003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.188193', 'ticker_sentiment_score': '-0.127003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MPC', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.188193', 'ticker_sentiment_score': '-0.127003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDNDF', 'relevance_score': '0.094762', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MCD', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.305495', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'INTC', 'relevance_score': '0.188193', 'ticker_sentiment_score': '-0.127003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.188193', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Apple HomePod 2nd Gen Review: A Great Sounding Smart Speaker,https://www.thestreet.com/deals/apple-homepod-second-gen-review,2023-01-31 14:00:00,['Jacob Krol'],We spent six days with Apple's second-generation HomePod putting it to the test with all sorts of requests and music playback to see if it is worth it.,https://www.thestreet.com/.image/t_share/MTk1NTQ4NjUyMjIyMDMwODk5/4-homepod-review.jpg,The Street,n/a,www.thestreet.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.299093,Somewhat-Bullish,"[{'ticker': 'SPOT', 'relevance_score': '0.01949', 'ticker_sentiment_score': '0.048573', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.339874', 'ticker_sentiment_score': '0.366284', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SONO', 'relevance_score': '0.01949', 'ticker_sentiment_score': '0.121677', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Futures Fall Ahead Of Fed Meeting; 9 Key Earnings Movers,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-ahead-of-fed-meeting-caterpillar-exxon-pfizer-mcdonalds-report-earnings/,2023-01-31 13:55:00,"['SCOTT LEHTONEN', ""Investor's Business Daily""]",Dow Jones Futures Reverse Ahead Of Fed Meeting. Caterpillar ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2019/01/stock-FederalReserve-snow-11-shutter.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.998917'}]",0.09318,Neutral,"[{'ticker': 'META', 'relevance_score': '0.049732', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.197011', 'ticker_sentiment_score': '0.004803', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WING', 'relevance_score': '0.123908', 'ticker_sentiment_score': '0.033924', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVX', 'relevance_score': '0.099271', 'ticker_sentiment_score': '0.017757', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDNDF', 'relevance_score': '0.074537', 'ticker_sentiment_score': '-0.032609', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.074537', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.074537', 'ticker_sentiment_score': '0.072604', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JPM', 'relevance_score': '0.123908', 'ticker_sentiment_score': '0.259026', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NXPI', 'relevance_score': '0.049732', 'ticker_sentiment_score': '-0.13516', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.024878', 'ticker_sentiment_score': '0.10662', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.074537', 'ticker_sentiment_score': '-0.070496', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ALGM', 'relevance_score': '0.049732', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LAC', 'relevance_score': '0.049732', 'ticker_sentiment_score': '0.118183', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.099271', 'ticker_sentiment_score': '-0.050399', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.074537', 'ticker_sentiment_score': '0.005131', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ETSY', 'relevance_score': '0.123908', 'ticker_sentiment_score': '0.046983', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAT', 'relevance_score': '0.099271', 'ticker_sentiment_score': '-0.034674', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.049732', 'ticker_sentiment_score': '-0.068971', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PI', 'relevance_score': '0.148426', 'ticker_sentiment_score': '0.166701', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UPS', 'relevance_score': '0.074537', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.074537', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Biggest Earnings Week of the Season: Key Stocks to Watch,https://www.zacks.com/commentary/2046491/biggest-earnings-week-of-the-season-key-stocks-to-watch,2023-01-31 13:50:00,['Zacks Investment Research'],"This week is undoubtedly the most important week of earnings season. Andrew Rocco highlights key industries to watch including big tech, biotech, and energy.",https://staticx-tuner.zacks.com/images/articles/main/a1/2630.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.96136'}]",0.148711,Neutral,"[{'ticker': 'AMD', 'relevance_score': '0.137278', 'ticker_sentiment_score': '0.265276', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.270523', 'ticker_sentiment_score': '0.126035', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.137278', 'ticker_sentiment_score': '-0.026405', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.137278', 'ticker_sentiment_score': '-0.026405', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.137278', 'ticker_sentiment_score': '0.023538', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.204647', 'ticker_sentiment_score': '0.164963', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
